256,0
356,0
456,1
556,1
656,0
756,0
856,3
956,2
1056,5
1156,3
256,0
356,1
456,0
556,0
656,1
756,1
856,2
956,3
1056,3
1156,4
256,2
356,0
456,0
556,0
656,2
756,3
856,2
956,3
1056,5
1156,3
256,0
356,2
456,3
556,1
656,0
756,0
856,6
956,0
1056,2
1156,1
256,1
356,0
456,1
556,0
656,1
756,0
856,4
956,3
1056,3
1156,5
256,0
356,1
456,1
556,1
656,0
756,2
856,2
956,2
1056,2
1156,1
256,0
356,0
456,1
556,1
656,3
756,3
856,2
956,4
1056,4
1156,4
